代码	名称(800)	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	溢价%	买量	卖量	未匹配量	委比%	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	昨成交额	开盘金额	开盘抢筹%	开盘昨比%	开盘昨封比%	开盘换手Z	竞价涨停买	竞价量比	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	连涨天	昨涨幅%	3日涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
601198	东兴证券	-1.80	11.47	-0.21	11.46	11.47	388936	6690	0.00	          1.20	11.61	11.65	11.42	11.68	    29.49	44741.94	  0.46	证券	北京	1.97	11.50	221016	167920	  1.32	0.00	1477	2207	--  	-41.92	          1.47	          0.07	767.34	0.00	   0.00	84136.76	297.68	0.00	0.35	--  	          0.01	--  	0.42	--  	--  	         32.32	        370.76亿	        370.76亿	 -1.63	   3815	-2	-3.31	-3.85	-2.22	-0.87	1.59	42.83	34.15	0.79	42.13	4	   17.78亿	          2.19	        203.92亿	         -6.79亿	29.20	46.06	1.64	-3.21	-- -- 	1	12	8	-0.60	-0.26	-2.23	-1.54	-1.55	0.44	20241031	20150226	         32.32	--  	--  	990.65	275.86	          0.47	72.11	0.00	1.19	0.40	0.00	147.05	0.00	0.00	1.78	137.62	80.68	67.42	13.25	5.81	12.65	9.50	9.43	9.95	48.47	-78.03	43.19	95802.00	         18557	21.29万	100.73	168.23	          1.34	-4.75	4.60	1.34	0.290㈢	          8.53	          4.26	          1.50	         -2.41	         27.85	   3.42㈢	         16.43	         16.43	         11.77	--  	2812	601198	--  	--  	--  	
601212	白银有色	-0.32	3.09	-0.01	3.09	3.10	494113	4630	0.00	          0.67	3.10	3.12	3.07	3.10	--  	15298.86	  0.65	铜	甘肃	1.61	3.10	268479	225634	  1.19	0.00	1255	16032	--  	-11.34	          0.85	          0.03	143.07	0.00	   0.00	25749.42	35.19	0.00	0.14	--  	          0.00	--  	0.27	--  	--  	         74.05	        228.81亿	        228.81亿	 -0.16	   3445	-2	-3.73	-3.44	-1.59	-0.96	2.32	22.13	15.73	0.98	14.87	3	   26.90亿	          1.84	         83.13亿	         -0.74亿	--  	276.35	0.94	-1.90	KDJ死叉	4	8	14	0.00	0.65	-0.97	0.00	-0.96	0.65	20241031	20170215	         74.05	--  	--  	516.77	151.60	         27.14	65.41	312.02	99.30	54.63	253.52	40.92	184.50	19.41	18.36	37.37	690.46	657.93	7.52	-1.88	7.55	2.20	-3.11	-3.36	52.51	-3.59	-8.13	135674.00	         19829	6.13万	-506.33	-0.74	          1.51	-63.70	0.33	0.11	-0.040㈢	          2.05	          0.50	          0.71	         -0.05	         29.34	  -2.05㈢	          4.71	          1.09	          0.32	1.45	14806	601212	--  	--  	--  	
601216	君正集团	4.02	6.21	0.24	6.20	6.21	4142628	34470	0.16	          4.91	5.96	6.55	5.86	5.97	    17.55	255771.88	  1.14	氯碱	内蒙	11.56	6.17	1871053	2271575	  0.82	0.00	19995	4195	--  	15.73	          0.93	          0.25	2140.57	0.00	   0.00	298981.22	1788.96	1.02	0.60	--  	          0.09	--  	0.17	--  	--  	         84.38	        524.00亿	        524.00亿	  4.18	   4739	1	-2.29	11.89	7.44	25.97	23.70	74.93	77.94	30.73	81.58	5	   31.70亿	         13.07	        196.84亿	         20.25亿	18.08	18.50	1.20	5.43	-- -- 	8	8	8	-0.17	9.72	-1.84	3.35	-5.19	5.97	20241029	20110222	         84.38	--  	--  	433.01	264.43	          7.36	37.23	85.99	215.94	10.98	99.41	43.41	13.95	7.25	11.86	3.11	183.91	147.47	26.52	4.66	25.84	22.96	22.40	20.99	154.96	12.96	2.38	174161.00	         18200	11.30万	2.92	30.02	          1.98	40.42	2.85	5.36	0.270㈢	          3.13	          0.04	          1.84	          0.15	         61.07	   8.47㈢	         19.82	         14.42	         12.49	3.38	9016	601216	--  	--  	--  	
601228	广州港	0.57	3.54	0.02	3.54	3.55	313740	2314	-0.27	          0.42	3.52	3.58	3.51	3.52	    24.47	11139.18	  0.89	港口	广东	1.99	3.55	156091	157649	  0.99	0.00	1701	4803	--  	-32.38	          0.88	          0.04	81.92	0.00	   0.00	12091.96	58.08	0.00	0.48	--  	          0.01	--  	1.44	--  	--  	         75.45	        267.08亿	        267.08亿	  0.73	   2687	1	-2.22	-1.11	0.00	-0.56	2.91	17.22	9.94	2.02	14.57	0	   13.51亿	          2.32	         47.82亿	          1.51亿	26.12	24.61	0.79	-0.28	KDJ死叉	12	8	8	0.00	1.70	-0.28	0.85	-1.12	0.85	20241206	20170329	         75.45	--  	--  	498.62	206.59	         37.72	51.00	85.13	254.41	60.48	102.76	59.68	4.17	11.24	2.63	44.44	99.60	74.99	13.31	1.23	13.33	9.96	8.18	8.23	75.64	27.12	-6.48	68142.00	         19822	7.02万	-7.08	2.59	          1.29	9.85	2.68	1.22	0.110㈢	          2.74	          0.59	          1.00	          0.36	         41.43	   3.96㈢	         24.71	         13.36	         10.00	0.18	9303	601228	--  	--  	--  	
601231	环旭电子	-1.61	14.08	-0.23	14.08	14.10	116969	715	0.14	          0.53	14.31	14.34	14.00	14.31	    17.82	16525.35	  0.76	消费电子组件	上海	2.38	14.13	73456	43513	  1.69	0.00	11	45	--  	55.50	          0.76	          0.04	100.60	0.00	   0.00	20489.12	79.42	0.00	0.39	--  	          0.01	--  	0.96	--  	--  	         21.89	        308.14亿	        308.14亿	 -1.44	   3446	-3	-1.38	-3.17	-0.92	-1.95	-6.13	3.38	-2.63	-0.70	-5.12	1	    4.87亿	          2.40	         68.52亿	         -5.03亿	16.91	16.08	1.11	-1.74	-- -- 	1	14	2	0.00	0.21	-2.17	-1.26	-1.81	0.57	20241106	20120220	         21.89	--  	--  	407.29	174.94	          1.41	56.70	323.83	44.42	3.32	187.28	107.57	94.75	109.51	4.45	23.31	440.07	396.90	13.79	2.53	13.94	12.97	12.97	10.54	118.86	19.99	-4.19	39023.00	         12471	17.56万	-6.86	2.21	          1.82	15.42	0.70	1.88	0.590㈢	          7.72	          1.07	          5.43	          0.91	         42.95	   7.41㈢	          9.81	          3.13	          2.95	14.12	23009	601231	--  	--  	--  	
601233	桐昆股份	0.33	12.15	0.04	12.15	12.16	211212	1405	-0.07	          0.88	12.09	12.29	12.05	12.11	    21.83	25658.38	  0.70	涤纶	浙江	1.98	12.15	115579	95633	  1.21	0.00	215	544	--  	-34.80	          0.65	          0.02	170.71	0.00	   0.00	35700.08	32.52	0.00	0.09	--  	          0.00	--  	0.75	--  	--  	         23.96	        291.10亿	        292.95亿	  0.49	   3652	1	-2.73	-2.49	-0.41	3.93	1.00	13.87	-15.86	5.20	-19.48	1	   14.51亿	          1.46	        176.35亿	          0.96亿	32.44	36.63	1.13	-1.06	KDJ死叉	14	13	1	-0.17	1.49	-0.50	0.33	-1.14	0.83	20241031	20110518	         24.11	--  	--  	1104.43	363.76	          4.37	66.67	334.49	479.72	31.74	532.06	174.29	113.41	16.47	29.98	136.11	760.49	721.40	9.20	5.19	9.43	10.18	10.07	8.25	196.43	53.74	38.60	70072.00	         20713	25.17万	11.41	23.17	          0.81	5.45	0.39	0.35	0.420㈢	         15.09	          5.65	          8.15	          2.23	         32.94	   2.77㈢	          5.14	          1.21	          1.34	15.09	33662	601233	--  	--  	--  	
601399	国机重装	-0.89	3.33	-0.03	3.33	3.34	524875	2328	0.00	          0.73	3.37	3.39	3.31	3.36	    43.48	17515.34	  0.79	能源及重型设备	四川	2.38	3.34	263668	261207	  1.01	0.00	1571	1661	--  	16.53	          0.81	          0.03	77.52	0.00	   0.00	25645.90	50.28	-0.29	0.20	--  	          0.01	--  	1.17	--  	--  	         72.14	        240.21亿	        240.21亿	 -0.73	   3437	-2	-3.72	-4.58	-5.40	-0.00	0.91	33.20	16.84	2.46	17.67	1	   26.98亿	          1.95	         89.86亿	         -2.16亿	48.87	56.28	0.88	-2.63	KDJ死叉	4	8	3	0.30	0.89	-1.49	-0.60	-1.77	0.60	20241026	20200608	         72.14	--  	--  	317.94	142.83	          6.51	53.03	224.94	32.79	43.80	135.00	77.12	40.52	48.70	54.34	148.03	89.51	74.99	4.93	0.15	4.95	4.48	4.14	3.74	-82.43	5.36	-5.57	58559.00	         46082	15.35万	18.69	10.11	          1.68	44.83	2.68	0.00	0.060㈢	          1.98	          2.05	         -1.14	          0.07	         44.92	   2.90㈢	         16.22	          5.51	          5.00	3.30	7746	601399	--  	--  	--  	
601456	国联证券	-3.41	13.01	-0.46	13.00	13.01	1358701	11109	-0.37	          5.69	13.57	13.81	12.91	13.47	    69.80	181342.30	  1.25	证券	江苏	6.68	13.35	728942	629759	  1.16	0.00	401	143	--  	5.17	          0.84	          0.24	1445.27	0.00	   0.00	288702.11	1958.56	0.00	0.68	--  	          0.14	--  	0.24	--  	--  	         23.89	        310.83亿	        310.83亿	 -3.25	   4654	-2	-2.18	3.91	6.20	5.52	7.79	35.94	10.25	6.29	21.59	5	   10.13亿	         13.42	        131.76亿	        -13.03亿	112.06	56.82	1.48	-0.08	顶部放量	8	10	6	0.74	2.52	-4.16	-0.89	-5.79	0.77	20241102	20200731	         28.32	--  	          4.43	1028.92	183.65	          3.61	81.80	0.00	0.92	5.13	0.00	175.81	0.00	0.00	0.15	81.74	20.05	15.57	4.48	-11.34	4.52	4.02	3.96	3.84	34.96	129.77	139.53	114652.00	          8834	11.49万	-45.53	-20.04	          2.01	2.84	18.38	1.05	0.140㈢	          6.49	          2.89	          1.23	          4.58	         17.85	   2.16㈢	         22.35	         22.35	         20.04	--  	3586	601456	--  	--  	--  	
601555	东吴证券	-0.86	8.11	-0.07	8.10	8.11	438159	3880	0.12	          0.88	8.16	8.21	8.07	8.18	    16.50	35605.25	  0.66	证券	江苏	1.71	8.13	240997	197162	  1.22	0.00	455	479	--  	-20.82	          0.92	          0.02	314.67	0.00	   0.00	58753.74	322.56	0.00	0.55	--  	          0.01	--  	0.38	--  	--  	         49.69	        402.96亿	        402.96亿	 -0.69	   3733	-2	-2.50	-1.82	-1.58	-1.82	1.00	34.95	8.42	-1.34	15.04	2	   35.61亿	          1.23	        288.80亿	         -3.48亿	19.47	20.30	1.48	-1.58	MACD死叉	1	12	2	-0.24	0.37	-1.34	-0.61	-1.22	0.50	20241030	20111212	         49.69	--  	--  	1790.77	404.69	          5.83	77.08	0.00	21.97	2.64	0.00	365.49	0.00	0.00	0.72	233.35	84.37	60.51	23.85	21.62	23.73	18.36	18.32	18.28	61.60	230.20	97.49	103348.00	         34457	27.94万	4.93	4.98	          1.00	1.75	4.78	3.22	0.370㈢	          8.15	          4.70	          1.24	          4.63	         22.60	   4.53㈢	         28.28	         28.28	         21.77	--  	5136	601555	--  	--  	--  	
601567	三星医疗	-0.97	32.58	-0.32	32.58	32.60	74031	1239	-0.11	          0.53	33.20	33.86	32.35	32.90	    18.99	24273.00	  0.85	配电设备	浙江	4.59	32.79	30631	43400	  0.71	0.00	194	4	--  	45.71	          0.99	          0.02	403.67	0.00	   0.00	47082.45	115.94	0.24	0.25	--  	          0.01	--  	2.69	--  	--  	         14.03	        457.10亿	        459.73亿	 -0.81	   3608	-1	1.64	0.87	-3.03	2.74	2.32	-2.07	69.95	5.27	64.13	1	    6.79亿	          1.09	        221.17亿	         -4.52亿	20.82	24.39	0.65	-0.15	多头排列	5	14	10	0.91	2.92	-1.67	-0.33	-3.78	0.71	20241025	20110615	         14.11	--  	--  	213.09	117.00	          1.78	44.26	112.69	13.96	4.70	77.05	26.20	39.80	29.84	15.83	34.19	104.34	66.55	20.77	1.78	21.18	18.23	18.16	17.48	64.92	10.29	-28.25	17664.00	         38431	125.21万	21.91	25.14	          3.93	44.67	4.41	1.96	1.290㈢	          8.29	          2.42	          4.60	          0.73	         54.91	  15.52㈢	         36.21	         19.90	         17.47	4.13	10732	601567	--  	--  	--  	
601568	北元集团	1.34	4.53	0.06	4.52	4.53	232147	2770	0.00	          0.58	4.48	4.55	4.47	4.47	    56.27	10493.39	  0.76	氯碱	陕西	1.79	4.52	105117	127030	  0.83	0.00	1083	416	--  	-22.45	          0.85	          0.03	125.48	0.00	   0.00	19401.11	23.07	0.00	0.12	--  	          0.00	--  	1.65	--  	--  	         39.72	        179.94亿	        179.94亿	  1.51	   3072	1	-2.40	-0.87	0.22	0.22	5.35	23.10	-3.41	2.72	-2.37	0	   14.18亿	          1.64	         64.23亿	          2.38亿	97.42	47.66	0.80	0.00	MACD死叉	12	8	9	0.22	1.79	0.00	1.12	-0.44	1.34	20241029	20201020	         39.72	--  	--  	147.62	116.48	--  	21.09	56.71	60.72	1.97	29.04	44.55	3.45	1.06	2.21	38.25	75.05	65.44	2.56	0.01	2.67	2.40	2.40	2.21	28.60	9.77	-2.84	70777.00	         20033	9.07万	-44.24	-10.24	          1.55	18.41	2.40	2.24	0.060㈢	          2.93	          0.96	          0.72	          0.25	         78.91	   2.06㈢	         12.80	          3.41	          3.20	0.45	4033	601568	--  	--  	--  	
601577	长沙银行	0.00	8.71	0.00	8.71	8.72	189539	1581	0.00	          0.47	8.68	8.78	8.68	8.71	     4.25	16543.24	  0.82	城商行	湖南	1.15	8.73	100568	88971	  1.13	0.00	37	80	--  	20.62	          0.78	          0.01	137.71	0.00	   0.00	26796.09	75.60	0.00	0.28	--  	          0.00	--  	1.34	--  	--  	         40.21	        350.20亿	        350.28亿	  0.16	   3301	0	-1.69	-0.80	-1.25	2.47	0.35	30.78	36.95	1.87	35.25	0	   26.14亿	          0.73	        227.69亿	          0.00亿	4.49	4.69	0.87	-0.68	平台整理	12	8	8	-0.34	0.80	-0.34	0.23	-0.80	0.35	20241030	20180926	         40.22	--  	--  	11231.34	760.60	         22.65	93.03	0.00	13.16	16.31	0.00	599.10	0.00	0.00	--  	111.88	194.71	118.38	76.33	23.00	75.94	63.32	61.87	61.96	348.63	-463.68	73.84	34097.00	         76668	66.78万	5.85	3.83	          0.54	-0.76	1.80	4.36	1.540㈢	         16.18	          2.78	          8.67	        -11.53	          6.77	   8.13㈢	         39.20	         39.20	         32.52	--  	8542	601577	--  	--  	--  	
601598	中国外运	0.38	5.29	0.02	5.29	5.30	259514	554	0.19	          0.49	5.27	5.32	5.25	5.27	    10.24	13720.77	  0.85	跨境物流	北京	1.33	5.29	126457	133057	  0.95	0.00	178	9598	--  	-30.57	          0.40	          0.02	29.31	0.00	   0.00	16827.60	27.19	0.00	0.16	--  	          0.00	--  	0.56	--  	--  	         52.56	        278.04亿	        278.04亿	  0.54	   3287	1	-1.31	-0.56	-0.94	0.19	-0.94	22.73	4.33	0.76	6.86	0	   11.67亿	          2.22	         61.74亿	          1.46亿	9.87	9.11	0.78	-0.19	平台整理	12	2	8	0.00	0.95	-0.38	0.38	-0.56	0.76	20241212	20190118	         72.94	--  	         20.38	814.53	385.00	         23.57	49.84	407.69	145.53	61.15	321.31	119.56	0.59	192.25	42.86	66.38	858.72	816.85	35.81	14.68	36.43	30.38	28.25	25.91	226.12	4.15	-18.63	48119.00	         24256	12.83万	-10.41	17.93	          1.00	92.93	0.45	3.94	0.390㈢	          5.28	          0.91	          3.10	          0.06	         47.27	   7.34㈢	          4.88	          4.17	          3.54	1.24	31810	601598	--  	--  	--  	
601608	中信重工	-0.22	4.48	-0.01	4.48	4.49	330927	2811	0.00	          0.76	4.49	4.53	4.46	4.49	    54.14	14866.34	  0.54	能源及重型设备	河南	1.56	4.49	171923	159004	  1.08	0.00	2259	4433	--  	-18.93	          0.80	          0.04	125.93	0.00	   0.00	23208.04	82.12	0.00	0.35	--  	          0.01	--  	0.82	--  	--  	         43.39	        194.41亿	        205.16亿	 -0.06	   3484	-3	-1.32	-3.66	-3.66	0.45	3.71	32.54	16.67	2.99	16.97	1	   14.20亿	          2.33	         63.62亿	         -0.46亿	51.21	53.60	1.35	-1.75	-- -- 	1	6	14	0.00	0.89	-0.67	-0.00	-1.10	0.45	20241030	20120706	         45.80	--  	--  	189.66	89.86	          2.12	51.50	113.41	37.03	9.74	80.55	15.29	43.52	32.65	20.17	26.93	58.77	46.28	2.87	0.42	2.88	2.81	2.84	2.28	8.33	3.15	3.51	92539.00	         15346	6.87万	6.72	-15.87	          2.28	65.19	3.49	0.60	0.060㈢	          1.96	          0.59	          0.18	          0.07	         47.38	   3.16㈢	         21.26	          4.88	          4.78	4.17	7002	601608	--  	--  	--  	
601611	中国核建	0.12	8.54	0.01	8.53	8.54	121258	1479	0.12	          0.40	8.54	8.62	8.52	8.53	    13.26	10387.45	  0.69	基建工程	上海	1.17	8.57	65712	55546	  1.18	0.00	822	597	--  	32.66	          1.28	          0.03	126.31	0.00	   0.00	16396.97	71.99	0.00	0.44	--  	          0.01	--  	1.33	--  	--  	         30.12	        257.19亿	        257.19亿	  0.28	   2715	1	-2.51	-1.72	-1.96	-3.61	-6.05	24.49	24.49	-1.61	24.86	0	    9.92亿	          1.22	         84.70亿	          0.30亿	12.20	12.45	1.14	-1.04	空头排列	1	6	2	0.12	1.06	-0.12	0.47	-0.93	0.23	20241031	20160606	         30.12	--  	--  	2217.79	314.35	        102.55	81.20	1520.65	67.79	306.23	1354.00	124.63	103.63	456.94	96.22	38.53	789.29	708.76	24.21	1.40	23.02	19.60	14.55	15.21	114.54	-136.62	-69.68	88644.00	         11188	9.55万	3.08	0.43	          1.28	-1.88	0.33	1.02	0.450㈢	          6.66	          1.28	          3.80	         -4.54	         14.17	   4.63㈢	         10.20	          3.07	          2.48	21.10	45068	601611	--  	--  	--  	
601615	明阳智能	-3.81	13.87	-0.55	13.87	13.88	326447	1773	0.00	          1.44	14.44	14.69	13.79	14.42	    29.23	45953.65	  1.13	风电整机	广东	6.24	14.08	162283	164164	  0.99	0.00	604	90	--  	26.42	          0.49	          0.02	245.91	0.00	   0.00	34855.85	69.17	-0.06	0.20	--  	          0.00	--  	1.41	--  	--  	         22.71	        315.06亿	        315.07亿	 -3.65	   4411	-2	-0.48	-2.46	-3.41	-5.58	10.69	63.95	15.49	-2.32	13.32	2	   17.14亿	          1.91	        237.67亿	        -12.49亿	--  	87.95	1.32	-2.39	-- -- 	8	8	11	0.14	1.87	-4.37	-2.36	-5.58	0.58	20241101	20190123	         22.72	--  	--  	829.20	270.33	         12.10	65.94	466.06	139.95	21.74	357.03	111.82	109.71	155.98	84.60	171.81	202.37	171.60	9.88	7.46	9.41	8.64	8.09	6.79	79.74	-46.37	-12.84	139842.00	         12254	17.00万	-34.58	-4.14	          1.17	-6.79	1.56	2.00	0.360㈢	         11.90	          7.56	          3.51	         -2.04	         32.60	   2.99㈢	         15.20	          4.88	          4.27	5.01	13500	601615	--  	--  	--  	
601636	旗滨集团	-2.09	6.09	-0.13	6.09	6.10	302489	1358	-0.15	          1.13	6.22	6.25	6.05	6.22	    17.53	18542.18	  0.55	玻璃制造	湖南	3.22	6.13	182234	120255	  1.52	0.00	1192	1303	--  	11.76	          0.49	          0.02	82.70	0.00	   0.00	26135.01	31.91	0.00	0.12	--  	          0.00	--  	0.67	--  	--  	         26.84	        163.43亿	        163.43亿	 -1.93	   3531	-2	-3.72	-4.40	-0.65	0.16	0.49	27.94	-7.16	0.49	-6.45	1	   15.85亿	          1.91	         96.54亿	         -3.49亿	13.83	9.53	1.32	-3.33	-- -- 	1	2	9	0.00	0.48	-2.73	-1.45	-2.56	0.66	20241030	20110812	         26.84	--  	--  	354.37	134.92	         13.12	58.22	101.68	170.08	21.48	79.19	28.23	28.62	18.03	1.08	26.04	116.00	93.96	7.54	0.06	7.46	6.88	6.99	6.23	70.04	2.99	-8.60	128617.00	         12325	7.51万	-43.77	3.72	          1.23	54.75	1.41	5.25	0.260㈢	          4.93	          0.97	          2.61	          0.11	         38.07	   5.18㈢	         19.01	          6.50	          5.93	4.81	16003	601636	--  	--  	--  	
601665	齐鲁银行	-0.19	5.26	-0.01	5.25	5.26	306689	1787	0.19	          0.63	5.26	5.32	5.23	5.27	     5.54	16171.03	  0.99	城商行	山东	1.71	5.27	188858	117831	  1.60	0.00	721	251	--  	45.17	          0.62	          0.02	94.00	0.00	   0.00	19277.25	22.72	0.00	0.12	--  	          0.00	--  	0.66	--  	--  	         48.35	        254.32亿	        254.32亿	 -0.03	   3295	-2	-1.31	0.38	-0.57	3.34	-0.76	25.24	42.16	2.34	42.55	1	   24.45亿	          1.25	        128.62亿	         -0.48亿	5.38	6.02	0.79	-0.38	KDJ死叉	4	8	8	-0.19	0.95	-0.76	-0.00	-1.13	0.57	20241031	20210618	         48.35	--  	--  	6681.30	451.49	          2.50	93.21	0.00	18.08	0.32	0.00	362.34	0.00	0.00	--  	94.70	94.85	59.91	34.94	11.78	34.91	34.23	34.42	33.65	111.79	164.01	-38.62	47888.00	         51060	26.86万	17.19	4.26	          0.69	1.55	2.68	4.17	0.660㈢	          7.66	          1.96	          2.31	          3.39	          6.76	   7.62㈢	         36.84	         36.84	         36.09	--  	5344	601665	--  	--  	--  	
601666	平煤股份	0.87	10.46	0.09	10.46	10.47	322954	763	0.10	          1.31	10.35	10.58	10.35	10.37	     9.50	33851.39	  0.92	炼焦煤	河南	2.22	10.48	125495	197459	  0.64	0.00	6	189	--  	-16.82	          1.25	          0.06	79.81	0.00	   0.00	38280.75	96.05	0.00	0.25	--  	          0.01	--  	1.53	--  	--  	         24.69	        258.29亿	        258.90亿	  1.03	   3987	1	-1.52	-0.48	0.19	1.06	2.35	29.29	-1.41	0.87	-1.04	1	   13.48亿	          2.40	        140.96亿	          2.23亿	8.83	6.41	1.15	0.19	平台整理	4	2	1	-0.19	2.03	-0.19	1.06	-1.13	1.06	20241106	20061123	         24.75	--  	--  	738.29	278.59	         27.13	58.59	164.56	376.30	88.76	260.08	113.75	6.35	29.02	10.06	46.10	233.19	169.53	31.00	0.90	30.41	22.08	20.45	20.48	138.54	59.98	-34.47	68500.00	         19673	20.58万	-34.91	0.78	          1.05	4.32	1.11	9.45	0.840㈢	          9.92	          1.86	          5.60	          2.42	         37.73	   7.34㈢	         27.30	         13.29	          9.47	5.92	44886	601666	--  	--  	--  	
601696	中银证券	-0.60	11.69	-0.07	11.69	11.70	269538	3003	0.17	          0.97	11.71	11.77	11.62	11.76	    36.87	31478.80	  0.56	证券	上海	1.28	11.68	143323	126215	  1.14	0.00	1059	1996	--  	-33.57	          0.97	          0.04	351.05	0.00	   0.00	57504.43	106.80	0.00	0.19	--  	          0.01	--  	0.41	--  	--  	         27.78	        324.75亿	        324.75亿	 -0.43	   3609	-2	-2.89	-1.77	-0.26	-0.09	1.83	33.75	9.87	0.95	14.16	4	   14.52亿	          1.86	        169.70亿	         -1.94亿	43.50	36.27	1.55	-1.35	KDJ死叉	1	12	5	-0.43	0.09	-1.19	-0.68	-0.68	0.60	20241031	20200226	         27.78	--  	--  	745.18	177.61	          0.05	76.16	0.00	0.72	1.62	0.00	322.60	0.00	0.00	--  	73.41	19.21	11.71	7.50	0.80	7.50	6.61	6.61	6.06	33.15	147.41	107.29	114888.00	         12636	14.77万	-18.48	-12.87	          1.83	2.20	16.91	0.43	0.240㈢	          6.39	          2.64	          1.19	          5.31	         23.83	   3.72㈢	         39.03	         39.03	         34.40	--  	3021	601696	--  	--  	--  	
601717	郑煤机	0.54	13.00	0.07	13.00	13.01	234160	1104	-0.07	          1.52	12.99	13.13	12.97	12.93	     5.69	30524.13	  0.78	能源及重型设备	河南	1.24	13.04	118634	115526	  1.03	0.00	24	651	--  	-72.99	          0.52	          0.03	143.52	0.00	   0.00	41118.46	225.12	0.00	0.55	--  	          0.02	--  	1.80	--  	--  	         15.42	        200.48亿	        200.48亿	  0.71	   3552	1	-2.05	-0.69	-0.84	2.84	-0.23	19.70	14.34	4.00	10.07	0	    9.59亿	          2.44	        124.62亿	          1.25亿	5.97	7.05	1.02	-0.46	KDJ死叉	1	2	1	0.46	1.55	0.31	0.85	-0.99	0.23	20241029	20100803	         17.85	--  	          2.43	489.53	219.99	         16.28	51.73	360.96	51.78	11.30	194.81	43.76	91.57	95.69	35.26	54.68	278.39	211.51	39.92	1.74	40.04	33.15	30.59	27.73	137.24	23.54	-15.14	40210.00	         23840	30.99万	23.97	2.20	          1.06	9.86	0.83	6.50	1.720㈢	         12.32	          3.06	          7.69	          1.32	         44.94	  13.90㈢	         24.02	         14.34	         11.91	12.13	16840	601717	--  	--  	--  	
601858	中国科传	2.34	25.39	0.58	25.39	25.40	247405	3607	0.20	          3.13	24.65	25.50	23.89	24.81	    69.07	61671.32	  1.36	其他出版	北京	6.49	24.93	115700	131705	  0.88	0.00	531	1320	--  	0.03	          1.52	          0.54	915.81	0.00	   0.00	47522.14	164.91	0.00	0.35	--  	          0.05	--  	2.92	--  	--  	          7.91	        200.71亿	        200.71亿	  2.50	   4150	2	1.68	3.55	2.42	6.73	6.82	47.61	-16.56	10.82	4.02	2	    1.45亿	         17.07	         36.81亿	          4.58亿	44.94	38.21	1.45	2.71	-- -- 	10	8	11	-0.64	2.78	-3.71	0.48	-0.43	6.28	20241029	20170118	          7.91	--  	--  	69.58	51.57	          0.75	24.80	35.98	2.01	0.87	15.33	6.22	6.37	1.85	5.68	7.84	18.67	13.45	3.03	0.19	3.03	2.22	2.18	2.03	31.26	0.41	-6.52	51228.00	          2830	7.19万	-26.07	0.11	          3.89	487.09	10.75	1.05	0.280㈢	          6.52	          0.99	          3.95	          0.05	         74.13	   4.23㈢	         27.95	         16.23	         11.90	0.09	1375	601858	--  	--  	--  	
601866	中远海发	-0.37	2.69	-0.01	2.68	2.69	918635	2657	0.00	          0.95	2.69	2.73	2.67	2.70	    19.83	24770.62	  0.87	航运	上海	2.22	2.70	379064	539571	  0.70	0.00	11244	1472	--  	-30.37	          0.47	          0.02	71.47	0.00	   0.00	40805.43	37.88	0.00	0.09	--  	          0.00	--  	0.20	--  	--  	         96.83	        260.46亿	        266.31亿	 -0.21	   4064	-2	-1.82	-2.18	-1.82	1.12	0.75	29.33	13.03	3.07	17.46	1	   37.76亿	          2.43	        101.59亿	         -1.36亿	23.12	26.01	1.16	-1.10	KDJ死叉	1	6	6	-0.37	1.11	-1.11	0.00	-1.47	0.75	20241212	20071212	        135.76	--  	         36.76	1231.05	302.30	          3.68	75.14	213.78	442.77	6.17	298.93	108.08	23.57	34.80	0.97	24.66	198.72	162.78	15.88	16.60	15.63	13.89	13.81	11.27	135.09	43.13	-19.67	270251.00	         13974	3.76万	14.66	88.76	          1.21	8.47	1.84	1.37	0.100㈢	          2.23	          0.18	          1.00	          0.32	         24.56	   4.57㈢	         18.09	          7.99	          6.99	0.43	14067	601866	--  	--  	--  	
