代码	名称	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
600765	中航重机	-5.51	23.70	4.39	0.63	9.98	2	    9.24亿	          1.86	        191.37亿	         -1.93亿	23.51	23.25	1.21	0.00	MACD金叉	10	14	11	0.24	1.15	-1.53	-0.48	-1.75	0.93	20241029	19961106	         14.81	--  	--  	270.72	123.15	          7.85	51.61	192.45	52.32	5.06	108.31	40.00	45.81	87.94	1.85	46.37	75.24	51.55	12.25	0.02	12.25	10.66	10.13	9.63	59.09	-5.20	-11.73	73888.00	         12500	25.90万	-1.42	-5.56	          2.49	-59.00	4.08	1.29	0.680㈢	          8.31	          3.13	          3.99	         -0.35	         45.49	   8.22㈢	         31.48	         16.28	         14.17	3.53	7057	600765	--  	--  	--  	
600768	宁波富邦	-2.02	43.72	-9.42	3.98	-14.01	4	    0.84亿	          4.07	          8.55亿	          0.25亿	125.00	84.98	1.03	0.79	MACD死叉	10	12	3	0.50	2.10	0.30	1.60	-0.20	1.60	20241022	19961111	          1.34	--  	--  	6.19	4.04	--  	34.72	3.01	0.06	0.00	1.47	1.73	0.23	0.33	0.01	0.15	2.94	2.90	-0.04	0.00	-0.04	-0.04	-0.04	-0.05	2.18	-0.18	-0.63	11674.00	          7189	7.33万	-767.97	29.51	          3.37	-77.79	4.64	1.00	-0.030㈢	          3.02	          0.12	          1.63	         -0.13	         65.28	  -1.09㈢	          1.14	         -1.45	         -1.49	--  	83	600768	--  	--  	--  	
600769	祥龙电业	-12.92	75.78	26.27	-7.24	8.27	10	    3.00亿	          6.06	         34.13亿	         -1.16亿	325.76	360.81	0.65	-8.95	放量下挫	10	6	6	-0.77	-0.77	-4.27	-2.91	-1.89	1.70	20241023	19961101	          3.75	--  	--  	3.23	1.02	--  	68.55	2.27	0.81	0.05	2.15	1.14	0.01	0.18	0.00	3.67	0.59	0.41	0.16	0.01	0.16	0.12	0.12	0.11	-6.82	0.44	0.30	19517.00	         15355	17.49万	12.78	13.96	         42.03	96.15	72.80	0.00	0.030㈢	          0.27	          0.98	         -1.82	          0.12	         31.45	  11.35㈢	         30.31	         26.54	         19.67	0.00	68	600769	--  	--  	--  	
600770	综艺股份	-4.59	124.14	5.69	8.79	5.91	11	    7.26亿	          7.93	         37.76亿	          3.38亿	809.19	--  	0.63	3.17	KDJ死叉	10	12	11	0.40	6.88	-0.40	4.05	-1.52	5.69	20241013	19961120	         13.00	--  	--  	52.39	33.16	         11.81	14.16	19.34	11.70	1.27	4.14	9.26	0.48	1.59	0.05	22.27	2.52	1.72	0.80	-0.09	0.80	0.61	0.72	-0.22	-0.22	0.57	-2.05	54652.00	         13287	6.91万	165.87	-7.79	          2.04	118.35	26.87	0.00	0.060㈢	          2.55	          1.71	         -0.02	          0.04	         63.30	   2.18㈢	         31.68	         31.82	         24.29	0.07	527	600770	--  	--  	--  	
600771	广誉远	-4.33	18.22	-31.12	3.21	-26.20	2	    4.15亿	          1.83	         82.72亿	          0.64亿	139.40	107.54	1.34	0.91	-- -- 	1	2	11	-0.25	2.53	-0.25	1.31	-1.82	0.91	20241026	19961105	          4.89	--  	--  	24.03	15.67	          0.21	33.90	14.88	6.40	0.90	7.36	1.37	7.62	3.81	0.41	15.88	8.94	2.33	0.97	-0.01	0.90	0.80	0.71	0.65	-5.38	1.36	-1.21	65354.00	          6354	12.66万	-22.49	-7.93	          6.22	71.67	10.91	0.00	0.140㈢	          3.20	          3.24	         -1.10	          0.28	         65.22	   4.53㈢	         73.98	         10.87	          8.99	0.28	1811	600771	--  	--  	--  	
600773	西藏城投	-7.89	19.71	14.66	3.32	19.27	0	    5.60亿	          2.61	         73.13亿	          1.14亿	--  	198.63	0.97	3.24	-- -- 	1	2	2	-0.46	2.32	-1.08	1.24	-1.36	2.03	20241031	19961108	          9.52	--  	--  	145.94	46.73	         -1.90	69.28	105.10	24.89	2.09	63.66	9.14	87.81	0.15	12.90	24.96	2.23	1.00	-1.85	-0.15	-1.85	-1.86	-1.49	-1.49	11.06	-8.24	3.51	58824.00	          9519	12.43万	-342.35	-84.44	          2.66	-15.08	55.72	0.08	-0.160㈢	          4.91	          2.62	          1.16	         -0.87	         32.02	  -3.19㈢	         55.18	        -82.77	        -83.46	--  	357	600773	--  	--  	--  	
600774	汉商集团	6.92	33.44	-12.44	7.18	-12.17	10	    1.23亿	          6.29	         10.63亿	          0.65亿	--  	40.68	1.03	3.46	-- -- 	12	2	9	-0.24	2.61	-0.95	1.66	0.00	3.59	20241030	19961108	          2.95	--  	--  	35.28	16.78	          1.47	48.29	6.26	14.56	2.52	14.27	0.75	2.42	1.27	0.05	9.60	9.04	4.16	0.05	0.00	0.13	-0.04	0.02	-0.12	3.83	1.36	-0.34	16930.00	          7254	6.28万	-96.38	-11.06	          1.52	18.79	2.83	0.00	0.010㈢	          5.69	          3.25	          1.30	          0.46	         47.54	   0.15㈢	         54.02	          0.52	         -0.47	0.31	2380	600774	--  	--  	--  	
600775	南京熊猫	11.70	64.45	0.58	3.06	-8.53	11	    4.39亿	         16.13	         53.21亿	          1.83亿	--  	--  	0.95	2.36	KDJ金叉	12	6	2	-1.34	2.52	-1.85	1.51	-0.82	3.59	20241029	19961118	          9.14	--  	          2.42	52.78	32.04	          2.70	34.18	37.10	7.67	1.00	17.54	7.67	6.10	11.95	1.31	14.71	18.28	15.62	-0.52	0.64	-0.52	-0.65	-0.99	-1.12	5.10	-2.58	-1.18	69701.00	          6299	7.63万	-211.93	-6.06	          3.46	-42.93	6.06	0.00	-0.110㈢	          3.51	          1.61	          0.56	         -0.28	         60.71	  -3.09㈢	         14.57	         -2.87	         -3.54	1.67	2759	600775	--  	--  	--  	
600776	东方通信	7.24	62.29	14.54	-1.61	19.94	6	    4.10亿	         13.66	         55.28亿	          6.15亿	114.98	106.69	1.04	3.30	-- -- 	8	8	1	0.15	4.39	-0.77	2.77	-0.59	4.58	20241030	19961126	         12.56	          3.00	--  	43.60	34.57	          0.35	19.92	27.01	1.44	1.15	7.63	7.26	6.58	9.48	0.54	9.01	19.70	17.77	1.16	1.12	1.17	1.02	1.04	-0.16	11.23	-1.76	-3.28	115188.00	          6167	8.31万	-9.61	2.39	          4.89	-96.08	8.59	0.47	0.080㈢	          2.75	          0.72	          0.89	         -0.14	         79.28	   3.00㈢	          9.83	          5.90	          5.19	1.39	2183	600776	--  	--  	--  	
600778	友好集团	29.87	66.44	23.78	27.63	18.24	9	    1.94亿	         10.44	         14.35亿	          2.09亿	--  	--  	1.11	14.40	上穿BOLL上轨	8	8	3	8.93	9.97	2.08	7.89	0.00	7.73	20241023	19961203	          3.11	--  	--  	38.12	2.24	          0.18	93.66	12.52	15.11	1.82	27.02	4.04	5.06	0.53	11.97	4.04	13.04	9.19	0.12	-0.12	0.15	0.14	0.11	0.04	-6.43	0.84	1.17	18888.00	         10281	7.60万	111.65	-7.32	         10.28	27.38	1.77	0.00	0.040㈢	          0.72	          1.30	         -2.07	          0.27	          5.88	   4.99㈢	         29.55	          0.90	          1.08	--  	2569	600778	--  	--  	--  	
600779	水井坊	-3.21	83.60	3.82	-1.77	1.82	5	    1.79亿	          6.68	        105.45亿	          0.39亿	20.91	22.60	1.55	1.17	-- -- 	12	2	2	-1.04	3.13	-1.05	0.66	-2.90	1.20	20241204	19961206	          4.88	--  	--  	88.81	49.72	--  	44.02	52.51	27.17	1.64	38.84	22.06	29.39	0.08	10.55	4.01	37.88	6.46	15.25	0.00	15.07	11.25	11.25	11.09	38.97	7.74	-1.44	93863.00	          1907	11.23万	10.03	5.56	          5.79	37.12	7.58	1.55	2.310㈢	         10.18	          0.82	          7.99	          1.59	         55.98	  22.63㈢	         82.94	         40.26	         29.70	0.25	1953	600779	--  	--  	--  	
600780	通宝能源	-1.29	21.11	-43.15	1.32	-23.44	0	    4.72亿	          2.61	         28.99亿	          0.46亿	13.33	10.29	1.08	0.82	-- -- 	1	2	11	-0.33	0.98	-0.66	0.49	-0.32	1.32	20241030	19961205	         11.47	--  	--  	103.05	75.58	         -0.36	27.01	36.46	40.02	1.41	21.25	24.26	1.71	7.40	4.11	13.09	78.62	72.09	4.89	1.67	4.82	3.83	3.84	3.76	46.19	9.81	2.10	30470.00	         15493	9.51万	-28.73	-2.85	          0.93	7.18	0.90	2.95	0.340㈢	          6.59	          1.14	          4.03	          0.86	         73.34	   5.09㈢	          8.30	          6.22	          4.88	0.02	4316	600780	--  	--  	--  	
600782	新钢股份	2.00	46.24	13.02	6.81	22.16	1	   17.17亿	          3.73	         70.05亿	          1.89亿	--  	25.41	1.18	1.49	MACD金叉	12	6	11	0.00	3.73	-0.50	1.99	-2.16	2.00	20241030	19961225	         31.46	--  	--  	515.72	255.14	          7.42	49.09	214.06	141.22	9.15	222.67	37.35	45.07	16.59	21.35	53.42	311.80	313.35	-4.46	6.60	-4.44	-5.68	-5.79	-12.16	147.74	10.48	-6.97	52575.00	         32655	13.32万	-221.48	-49.94	          0.50	12.24	0.41	3.73	-0.180㈢	          8.11	          1.70	          4.70	          0.33	         49.47	  -2.27㈢	         -0.50	         -1.43	         -1.82	4.64	11529	600782	--  	--  	--  	
600783	鲁信创投	-2.42	41.36	21.04	4.66	23.37	4	    2.26亿	          2.16	         32.05亿	          0.52亿	19.59	41.23	1.45	0.14	KDJ死叉	10	8	3	0.00	1.07	-0.71	0.57	-0.56	1.22	20241031	19961225	          7.44	--  	--  	90.44	48.67	          0.48	45.65	15.08	0.43	0.14	1.61	6.43	0.18	0.30	0.07	9.47	0.59	0.36	4.07	0.76	4.07	3.10	3.10	3.10	28.34	-0.11	-1.45	30646.00	          7391	10.46万	955.28	-24.16	          2.16	-976.69	178.73	0.78	0.420㈢	          6.54	          1.27	          3.81	         -0.01	         53.81	   6.38㈢	         39.49	        689.93	        526.52	0.02	281	600783	--  	--  	--  	
600784	鲁银投资	4.24	37.04	7.21	3.89	5.09	0	    4.33亿	          1.92	         27.73亿	          0.68亿	16.10	16.15	0.89	-0.47	-- -- 	12	8	2	0.16	2.22	0.00	1.27	-0.62	1.59	20241030	19961225	          6.76	--  	--  	54.17	31.13	          2.44	38.03	17.37	18.30	2.70	13.45	3.41	4.20	3.68	0.81	9.31	25.75	19.28	3.02	0.30	3.04	2.64	2.54	2.48	13.46	1.11	-0.32	30030.00	         14431	9.24万	0.29	-6.74	          1.39	39.04	1.68	0.95	0.380㈢	          4.61	          1.38	          1.99	          0.16	         57.47	   8.16㈢	         25.10	         11.71	         10.24	0.88	2563	600784	--  	--  	--  	
600785	新华百货	11.80	37.75	-7.01	8.33	-11.78	1	    1.31亿	         21.58	         16.82亿	          1.76亿	25.55	20.06	1.04	5.57	-- -- 	12	2	1	0.00	8.18	0.00	4.38	-1.60	6.45	20241023	19970108	          2.26	--  	--  	83.24	22.23	         -2.48	76.27	17.72	23.70	5.92	34.93	4.09	6.39	2.94	8.38	3.11	47.60	35.01	1.29	0.04	1.19	0.91	1.09	1.00	14.71	6.10	-0.99	19418.00	          6725	8.66万	-21.17	2.34	          1.31	4.77	0.61	1.65	0.480㈢	          9.85	          1.38	          6.52	          2.70	         26.70	   4.90㈢	         26.45	          2.72	          1.91	--  	9548	600785	--  	--  	--  	
600787	中储股份	25.24	75.63	52.19	-13.38	53.73	7	    7.88亿	         13.65	         60.23亿	          4.57亿	19.47	20.54	0.72	0.39	-- -- 	8	8	6	-0.40	4.44	-1.08	1.88	-1.55	3.95	20241026	19970121	         21.75	--  	--  	237.70	136.99	         10.63	37.90	106.99	42.84	22.85	58.94	33.01	8.50	11.41	13.34	35.61	473.00	459.69	5.83	-0.48	5.89	4.42	3.85	1.61	50.17	1.52	-0.31	55707.00	         14151	10.81万	12.77	-5.46	          1.21	109.40	0.35	1.73	0.180㈢	          6.30	          1.64	          2.31	          0.07	         57.63	   2.81㈢	          2.81	          1.23	          0.93	0.77	4964	600787	--  	--  	--  	
600789	鲁抗医药	-4.04	28.45	20.40	2.50	28.09	5	    6.85亿	          5.19	         61.83亿	          0.27亿	20.19	32.86	1.06	-0.33	-- -- 	10	6	8	-0.44	0.33	-1.00	0.00	0.00	1.35	20241030	19970226	          8.99	--  	--  	91.50	38.93	          1.40	55.92	42.03	36.52	7.23	34.90	9.08	13.18	8.74	0.90	16.98	46.67	36.49	3.73	-0.06	3.72	3.57	3.47	1.33	11.34	4.05	0.40	131837.00	          5193	4.69万	80.24	-1.37	          2.08	20.05	1.74	1.22	0.390㈢	          4.33	          1.89	          1.26	          0.45	         42.55	   8.91㈢	         21.82	          7.98	          7.65	2.23	6484	600789	--  	--  	--  	
600790	轻纺城	14.10	33.23	10.28	6.98	10.85	0	    9.12亿	          2.94	         39.14亿	          2.35亿	31.18	28.23	0.79	2.39	-- -- 	12	8	11	0.24	3.87	0.00	2.42	0.00	3.87	20241031	19970228	         14.66	--  	--  	123.96	62.77	          3.48	46.55	24.12	1.58	0.77	31.43	14.80	0.02	0.53	0.21	11.42	7.17	3.75	2.76	1.22	2.74	2.26	2.21	2.02	31.21	3.22	-11.18	25513.00	         35763	15.34万	-8.40	12.03	          1.00	19.54	8.77	2.24	0.160㈢	          4.28	          0.78	          2.13	          0.22	         50.64	   3.52㈢	         47.77	         38.46	         31.46	0.05	849	600790	--  	--  	--  	
600791	京能置业	7.48	49.71	6.79	5.01	3.49	6	    2.47亿	          5.22	         12.44亿	          0.82亿	--  	--  	0.69	1.41	-- -- 	12	8	2	0.62	4.12	0.00	2.68	-0.40	3.71	20241030	19970130	          4.53	--  	--  	211.06	6.86	         17.75	88.34	200.47	0.16	0.01	91.38	25.10	167.15	0.23	35.95	0.11	29.32	24.39	0.42	0.04	0.44	-0.32	-1.02	-1.00	-0.02	-41.92	-20.79	21852.00	         11318	5.69万	56.97	36.04	          3.32	-0.54	0.78	0.00	-0.230㈢	          1.51	          0.03	         -0.00	         -9.26	          3.25	 -14.89㈢	         16.80	          1.42	         -1.11	--  	338	600791	--  	--  	--  	
600792	云煤能源	-1.24	33.00	-22.23	6.97	-13.07	6	    3.62亿	          7.94	         14.44亿	          1.00亿	--  	29.44	1.10	2.05	-- -- 	12	8	9	-0.77	2.31	-0.77	1.54	0.00	3.10	20241029	19970123	         11.10	--  	--  	104.32	33.77	          0.66	67.00	52.36	43.87	6.11	55.21	3.44	4.17	11.91	0.40	25.85	51.42	51.51	-3.10	0.05	-3.09	-3.08	-3.11	-3.19	-4.90	0.49	0.40	43834.00	          8257	3.29万	-232.52	-6.54	          1.31	89.74	0.86	1.77	-0.290㈢	          3.04	          2.33	         -0.44	          0.04	         32.37	  -9.21㈢	         -0.17	         -6.04	         -5.99	0.10	1747	600792	--  	--  	--  	
600793	宜宾纸业	45.27	120.96	70.54	49.27	67.90	9	    0.68亿	          1.70	         13.28亿	          3.13亿	--  	--  	0.77	19.91	顶部缩量	8	6	3	9.98	9.98	9.98	9.98	0.00	0.00	20241031	19970220	          1.77	--  	--  	23.94	4.50	--  	81.19	4.43	17.44	0.72	4.64	0.93	2.93	0.25	0.33	4.01	10.85	10.64	-1.40	0.02	-1.30	-1.30	-1.30	-1.46	-1.35	0.92	0.38	11961.00	          5689	11.10万	-117.94	-13.80	          7.67	37.71	3.18	0.00	-0.730㈢	          2.55	          2.27	         -0.76	          0.52	         18.81	 -28.80㈢	          1.91	        -12.89	        -11.95	0.18	1082	600793	--  	--  	--  	
600794	保税科技	3.08	38.75	-1.47	4.70	1.26	1	    6.86亿	          4.73	         27.52亿	          1.45亿	19.91	18.69	0.99	1.01	MACD死叉	8	8	3	0.00	4.63	-0.26	2.31	-1.47	3.35	20241203	19970306	         12.12	--  	--  	38.70	25.78	          2.59	26.70	19.40	7.38	1.81	8.33	8.28	0.32	0.07	0.13	2.65	7.15	3.89	2.48	0.39	2.47	2.02	1.84	1.67	10.13	9.30	1.81	58244.00	         11783	4.73万	-7.73	-40.44	          1.89	5.23	6.80	3.18	0.150㈢	          2.13	          0.22	          0.84	          0.77	         66.62	   7.12㈢	         45.58	         34.68	         28.34	0.11	483	600794	--  	--  	--  	
600795	国电电力	-2.69	-5.23	19.85	3.07	17.75	0	   79.00亿	          0.90	        372.09亿	          3.57亿	9.12	14.91	0.62	0.21	平台整理	13	9	10	0.00	1.07	-0.43	0.43	-0.63	0.86	20241025	19970318	        178.36	--  	--  	4798.37	574.08	        734.41	72.73	652.68	2706.90	66.80	1268.35	177.02	50.21	230.91	5.79	8.91	1338.62	1140.75	173.21	66.86	173.29	144.78	91.91	46.55	304.67	370.53	-10.43	326140.00	         24223	11.41万	63.41	-2.79	          1.46	2.27	0.63	3.41	0.510㈢	          3.22	          0.05	          1.71	          2.08	         11.96	  16.01㈢	         14.78	         12.94	         10.82	3.35	38598	600795	--  	--  	--  	
600796	钱江生化	37.82	72.44	27.39	36.48	21.48	7	    1.99亿	         46.65	         14.10亿	         -6.76亿	34.02	32.29	0.94	-7.70	KDJ死叉	8	6	6	-9.94	-2.42	-9.94	-8.92	-7.70	0.00	20241029	19970408	          8.67	--  	--  	74.93	32.42	          2.73	53.09	25.05	9.84	29.62	18.09	9.10	1.91	11.34	0.11	14.64	13.01	9.92	1.44	0.36	1.46	1.07	1.29	1.25	7.88	0.19	0.23	25953.00	          7685	5.43万	-7.70	-2.09	          1.89	327.47	4.71	0.39	0.150㈢	          3.74	          1.69	          0.91	          0.02	         43.26	   3.97㈢	         23.75	         11.09	          8.25	0.18	3306	600796	--  	--  	--  	
600797	浙大网新	0.51	72.89	16.87	13.53	22.24	8	    8.88亿	          8.38	         70.80亿	          1.34亿	127.56	68.41	0.96	1.92	-- -- 	12	12	2	-1.15	3.06	-1.79	1.28	-1.36	3.51	20241026	19970418	         10.28	--  	--  	58.14	32.79	          2.83	38.73	24.03	9.24	1.29	14.81	5.27	3.49	11.23	1.01	16.08	23.00	18.12	-0.69	0.15	-0.67	-0.75	-0.50	-0.76	6.17	-2.05	-3.26	91710.00	          9686	7.72万	-1090.63	-6.22	          2.50	-40.01	3.56	0.51	-0.050㈢	          3.19	          1.57	          0.60	         -0.20	         56.39	  -1.51㈢	         21.20	         -2.99	         -3.26	1.67	4881	600797	--  	--  	--  	
600798	宁波海运	5.99	30.24	-10.16	5.32	-7.44	0	    6.66亿	          4.50	         22.37亿	          1.21亿	--  	35.19	0.91	2.13	KDJ死叉	12	6	2	0.31	3.07	-0.31	1.84	0.00	3.38	20241029	19970423	         12.07	--  	--  	64.60	39.28	         11.54	21.32	10.31	24.44	24.47	6.26	5.10	0.67	4.35	0.01	11.87	16.67	15.74	0.04	-0.34	0.04	-0.08	-0.09	-0.27	12.21	3.59	-0.23	62422.00	         10666	3.58万	-107.05	-0.98	          1.03	11.28	2.43	0.92	-0.010㈢	          3.26	          0.98	          1.01	          0.30	         60.81	  -0.22㈢	          5.62	          0.23	         -0.49	--  	864	600798	--  	--  	--  	
600800	渤海化学	37.27	89.60	4.08	3.52	3.79	8	    5.58亿	         10.62	         21.36亿	         -0.78亿	--  	--  	0.81	-1.79	-- -- 	10	6	3	-1.03	-1.03	-3.59	-2.31	-0.78	1.86	20241029	19931206	         11.10	--  	--  	38.38	18.60	          0.01	51.52	13.91	17.07	2.38	13.80	6.05	5.64	0.66	1.13	21.27	33.77	36.83	-5.36	-0.02	-5.36	-5.37	-5.37	-5.47	-15.36	-1.72	-0.84	39448.00	         14137	5.41万	-36.20	37.71	          2.29	-24.74	1.26	0.00	-0.480㈢	          1.67	          1.92	         -1.38	         -0.15	         48.46	 -28.89㈢	         -9.07	        -15.86	        -15.91	1.28	765	600800	--  	--  	--  	
600801	华新水泥	-6.10	22.98	6.15	-0.23	8.82	1	    5.55亿	          2.36	         71.86亿	         -0.42亿	13.31	9.76	1.16	0.47	-- -- 	1	2	14	-0.62	1.00	-0.77	-0.15	-1.15	0.62	20241026	19940103	         20.79	--  	          7.35	688.31	289.19	         44.51	51.52	150.87	272.17	159.73	168.96	55.21	32.45	35.56	8.49	15.84	247.19	187.80	21.13	0.24	20.91	15.80	11.38	10.63	247.40	33.82	-2.09	46297.00	         11985	15.52万	-39.26	2.29	          0.93	7.96	1.09	4.09	0.550㈢	         13.91	          0.76	         11.90	          1.63	         42.01	   3.94㈢	         24.02	          8.55	          6.39	1.17	20804	600801	--  	--  	--  	
600802	福建水泥	7.86	65.93	-12.71	9.16	-12.54	5	    3.12亿	          6.49	         14.13亿	          0.82亿	--  	--  	1.23	3.19	KDJ死叉	10	8	13	0.00	5.75	-0.69	3.22	-1.52	4.86	20241024	19940103	          4.58	--  	--  	38.61	10.97	          0.00	71.59	4.80	21.59	2.96	23.45	1.66	1.72	0.00	0.48	1.95	11.17	11.84	-2.16	0.30	-2.13	-2.13	-1.68	-1.74	-0.73	-0.80	0.49	42821.00	          7282	3.30万	26.33	-25.26	          1.89	-25.96	1.86	0.00	-0.370㈢	          2.39	          0.43	         -0.16	         -0.17	         28.40	 -15.29㈢	         -5.96	        -19.35	        -19.10	0.09	1579	600802	--  	--  	--  	
600803	新奥股份	-2.24	6.71	29.80	2.62	17.98	0	    8.51亿	          0.96	        159.76亿	          2.17亿	7.74	8.17	1.04	0.86	平台整理	1	14	10	-0.27	1.18	-0.37	0.48	-0.79	0.75	20241026	19940103	         30.97	--  	--  	1351.40	226.67	        353.76	57.05	412.12	626.00	75.67	470.32	145.54	24.28	60.98	140.34	0.34	987.25	851.78	87.86	13.72	87.46	68.40	34.91	29.45	191.60	71.51	-38.01	20642.00	         41233	77.39万	12.51	2.93	          2.56	8.13	0.59	4.84	1.130㈢	          7.32	          0.01	          6.19	          2.31	         16.77	  15.40㈢	         13.72	          8.90	          6.93	5.51	38321	600803	--  	--  	--  	
600805	悦达投资	7.68	46.14	8.63	3.81	-3.72	4	    5.61亿	          2.65	         27.55亿	          0.51亿	--  	107.63	1.08	0.82	MACD死叉	12	2	3	-0.41	1.44	-0.62	1.03	-0.20	1.87	20241025	19940103	          8.51	--  	--  	91.29	44.00	          4.76	46.59	31.32	14.36	2.12	29.32	11.20	4.21	3.79	0.17	3.11	23.78	22.39	-0.05	1.65	0.02	0.06	0.25	-0.52	24.93	-0.54	-0.52	37871.00	         14814	7.27万	-71.89	7.31	          0.95	-77.59	1.76	0.00	0.030㈢	          5.17	          0.37	          2.93	         -0.06	         48.20	   0.57㈢	          5.85	         -0.22	          0.27	0.17	3775	600805	--  	--  	--  	
600807	济南高新	4.43	68.05	34.23	10.09	27.35	15	    6.18亿	          7.49	         27.60亿	          1.33亿	--  	--  	0.91	1.59	KDJ死叉	10	12	2	-0.69	4.63	-0.93	2.31	-1.11	4.44	20241031	19940103	          8.85	--  	--  	20.92	1.76	          3.47	75.03	14.17	0.26	0.58	14.31	0.91	6.28	4.37	0.47	11.83	2.70	2.22	-0.60	-0.02	-0.60	-0.64	-0.46	-0.47	-14.72	-0.66	-1.41	42093.00	         14671	6.56万	17.78	-46.51	         22.46	-59.70	14.66	0.00	-0.050㈢	          0.20	          1.34	         -1.66	         -0.07	          8.40	 -26.14㈢	         17.70	        -22.17	        -23.67	0.09	716	600807	--  	--  	--  	
600808	马钢股份	20.17	59.78	3.25	21.70	5.14	2	   22.77亿	         10.46	         65.11亿	         12.40亿	--  	--  	1.07	2.88	KDJ死叉	8	8	3	-0.37	9.26	-0.37	5.56	-3.05	6.32	20241031	19940106	         77.47	--  	         17.33	813.91	252.31	         42.82	63.74	207.30	471.17	17.69	431.02	69.10	81.99	16.93	43.40	84.43	615.13	617.27	-26.14	1.14	-26.24	-27.61	-25.35	-26.23	43.49	25.50	12.55	149709.00	         15207	4.35万	-58.64	-16.78	          0.88	8.69	0.36	0.00	-0.330㈢	          3.26	          1.09	          0.56	          0.33	         31.00	 -10.05㈢	         -0.35	         -4.25	         -4.49	7.81	17661	600808	--  	--  	--  	
600809	山西汾酒	-8.14	28.12	-9.79	0.58	-9.49	3	    3.86亿	          1.48	        791.26亿	         -1.71亿	20.24	23.96	1.58	1.51	-- -- 	1	5	11	-0.60	1.83	-0.74	0.38	-1.86	0.68	20241031	19940106	         12.20	--  	--  	497.38	338.62	          4.51	31.01	398.80	18.34	12.33	149.04	109.27	115.47	0.00	54.81	7.04	313.58	75.16	152.50	1.60	152.43	113.61	113.50	113.52	312.48	114.35	71.53	78971.00	          4891	100.20万	20.34	17.25	          7.38	21.86	7.97	2.13	9.300㈢	         27.76	          0.58	         25.61	          9.37	         68.08	  33.52㈢	         76.03	         48.63	         36.23	1.02	13444	600809	--  	--  	--  	
600810	神马股份	10.15	33.22	7.39	2.52	11.51	1	    3.81亿	          1.55	         30.99亿	          0.00亿	103.69	66.97	0.97	-0.37	-- -- 	8	8	14	-0.37	1.11	-0.37	0.37	-1.09	0.37	20241114	19940106	         10.15	--  	--  	297.35	76.26	         41.18	60.50	133.34	48.16	8.96	57.81	74.26	14.56	14.37	2.47	28.24	102.06	90.76	1.03	0.21	1.03	0.68	0.27	0.09	31.48	0.52	-19.23	38731.00	          9831	8.00万	-62.09	8.21	          1.15	159.62	0.81	1.71	0.030㈢	          7.09	          2.78	          3.10	          0.05	         25.65	   0.35㈢	         11.08	          1.01	          0.67	3.86	10164	600810	--  	--  	--  	
600811	东方集团	4.93	120.00	49.76	4.59	60.30	30	   25.69亿	         10.86	         81.95亿	         -1.10亿	--  	--  	1.00	-1.54	KDJ死叉	8	8	2	-2.17	0.62	-2.17	-0.62	-1.54	1.27	20241031	19940106	         36.59	--  	--  	357.81	168.34	         -2.86	53.75	113.10	9.15	2.58	111.53	13.66	66.80	2.57	1.14	84.32	7.28	6.17	1.05	7.53	1.04	1.02	1.31	0.86	8.53	2.46	-25.21	129034.00	         19908	6.35万	227.60	-86.96	          0.69	47.42	16.02	0.00	0.040㈢	          4.60	          2.30	          0.23	          0.07	         47.05	   0.78㈢	         15.34	         14.45	         13.98	0.00	865	600811	--  	--  	--  	
600812	华北制药	-0.35	24.04	-6.17	2.67	1.58	1	    7.72亿	          1.34	         44.62亿	          0.34亿	124.50	2020.84	1.13	0.52	KDJ死叉	1	12	11	-0.52	1.04	-0.52	0.35	-0.69	0.87	20241026	19940114	         17.16	--  	--  	217.07	53.64	         12.41	69.57	86.74	65.17	22.11	110.78	17.22	24.60	21.72	2.59	38.62	75.60	52.72	2.23	0.33	2.23	1.46	1.02	0.83	-5.44	10.58	8.57	80230.00	          9623	5.56万	266.29	-5.20	          1.85	9.37	1.31	0.17	0.060㈢	          3.13	          2.25	         -0.32	          0.62	         24.71	   1.91㈢	         30.26	          2.95	          1.94	2.52	10159	600812	--  	--  	--  	
