代码	名称	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
601113	华鼎股份	8.99	40.62	19.42	3.52	20.12	4	    6.80亿	          8.75	         28.03亿	          0.55亿	14.10	28.16	0.93	1.98	多头排列	10	3	14	-0.74	2.95	-1.47	0.98	-1.67	2.74	20241029	20110509	         11.04	--  	--  	56.56	36.20	          0.15	35.72	24.15	25.38	1.21	15.04	5.36	5.90	5.00	0.78	30.13	59.95	49.60	3.25	0.13	3.19	3.18	3.24	2.92	-5.98	6.52	-6.99	23760.00	         28636	11.80万	96.25	-5.39	          1.26	6.98	0.76	0.00	0.290㈢	          3.28	          2.73	         -0.54	          0.59	         64.01	   8.96㈢	         17.26	          5.42	          5.31	1.54	4249	601113	--  	--  	--  	
601116	三江购物	10.36	58.92	6.55	10.36	12.85	2	    1.76亿	         15.13	         21.18亿	          2.63亿	41.01	45.94	0.89	5.34	KDJ金叉	12	8	2	-1.30	6.23	-1.73	2.94	-1.96	5.99	20241029	20110302	          5.48	--  	--  	50.06	31.89	--  	36.30	26.88	9.13	0.95	16.05	23.03	2.45	0.32	8.98	19.89	29.71	21.77	1.68	0.02	1.66	1.21	1.21	0.99	4.72	2.85	0.58	29941.00	          5881	7.08万	15.83	0.12	          2.07	23.11	2.22	1.73	0.220㈢	          5.82	          3.63	          0.86	          0.52	         63.70	   3.80㈢	         26.73	          5.64	          4.08	--  	3932	601116	--  	--  	--  	
601117	中国化学	-3.53	30.94	33.06	0.74	32.85	0	   34.36亿	          1.03	        282.12亿	          0.00亿	9.05	9.24	1.17	-0.24	平台整理	10	2	8	0.00	0.73	-0.37	0.12	-0.73	0.37	20241108	20100107	         61.09	--  	--  	2246.72	604.76	         70.35	69.95	1735.62	134.67	45.79	1472.66	385.36	71.84	355.00	313.04	154.59	1341.53	1219.77	50.56	0.47	49.82	42.10	38.38	38.81	363.26	-56.32	-96.25	109614.00	         31349	25.74万	3.09	2.38	          0.83	-8.91	0.37	2.17	0.630㈢	          9.90	          2.53	          5.95	         -0.92	         26.92	   6.35㈢	          9.08	          3.77	          3.14	40.85	48833	601117	--  	--  	--  	
601118	海南橡胶	1.70	23.30	40.71	4.36	41.71	3	   15.25亿	          3.63	         91.22亿	          5.56亿	67.34	84.26	0.91	1.18	阶段放量	8	8	8	0.00	2.91	-0.34	1.54	-0.66	2.57	20241031	20110107	         42.79	--  	--  	362.33	92.76	         16.58	69.82	151.36	36.98	19.21	152.08	54.05	56.76	18.38	13.45	51.24	329.02	319.54	-6.22	-0.03	-5.45	-5.99	-4.61	-4.93	-7.00	15.50	18.85	80959.00	         18842	11.27万	13.95	32.46	          2.76	16.51	0.78	0.36	-0.110㈢	          2.17	          1.20	         -0.16	          0.36	         25.60	  -4.96㈢	          2.88	         -1.89	         -1.82	0.23	27434	601118	--  	--  	--  	
601121	宝地矿业	5.70	28.89	-0.58	2.38	-0.29	1	    2.97亿	          4.61	         20.40亿	          1.36亿	28.87	28.72	0.99	1.93	-- -- 	10	12	9	-0.30	3.28	-0.60	1.64	-0.72	3.15	20241025	20230310	          8.00	--  	--  	63.65	30.85	          8.23	38.61	18.39	7.59	27.17	11.03	6.67	0.93	0.72	0.59	13.59	9.75	5.08	3.41	0.19	3.43	2.97	1.71	1.56	7.84	3.46	-2.54	33997.00	          8733	6.00万	-0.55	78.70	          1.78	15.87	5.64	2.49	0.210㈢	          3.86	          1.70	          0.98	          0.43	         48.47	   5.53㈢	         47.89	         35.03	         30.46	0.04	689	601121	--  	--  	--  	
601126	四方股份	-6.91	4.20	34.80	1.07	26.25	0	    4.62亿	          1.85	         79.08亿	         -1.50亿	20.17	22.99	0.60	-0.81	-- -- 	14	14	10	-0.12	0.58	-1.33	-0.64	-1.61	0.29	20241112	20101231	          8.33	--  	--  	102.71	44.15	          0.05	56.97	91.91	3.65	2.03	58.34	31.39	18.32	14.56	13.92	16.52	50.93	33.77	6.89	0.02	7.06	6.10	6.09	5.94	16.55	5.74	-0.33	29069.00	         15889	27.20万	16.82	20.22	          3.23	24.87	2.80	3.46	0.750㈢	          5.30	          1.98	          1.99	          0.69	         42.98	  13.80㈢	         33.70	         13.54	         11.98	4.94	3510	601126	--  	--  	--  	
601127	赛力斯	-7.42	75.54	69.28	9.98	75.49	9	    7.16亿	          7.95	        957.18亿	        -11.78亿	52.31	--  	1.22	-3.29	放量下挫	8	8	12	-2.23	-0.01	-3.88	-1.84	-0.57	3.43	20241031	20160615	         15.10	--  	--  	915.38	134.90	        -36.00	89.20	656.16	94.94	100.94	761.79	514.40	34.94	23.79	43.42	157.15	1066.27	797.23	39.41	0.97	39.65	34.10	40.38	37.63	-40.30	200.12	105.50	208070.00	          3440	46.00万	276.02	539.24	         14.97	10.09	1.89	0.25	2.670㈢	          8.94	         10.41	         -2.67	         13.25	         14.74	  29.93㈢	         25.23	          3.70	          3.20	43.68	16102	601127	--  	--  	--  	
601128	常熟银行	2.14	23.58	29.66	0.52	37.09	0	   25.57亿	          1.05	        195.62亿	         -1.21亿	6.20	7.07	0.69	-0.13	-- -- 	12	2	10	-0.13	0.65	-1.56	-0.78	-1.16	1.06	20241025	20160930	         30.15	--  	--  	3627.43	276.34	         20.06	91.83	0.00	14.39	3.11	0.00	249.02	0.00	0.00	--  	29.81	83.70	46.40	37.30	13.39	37.13	32.10	29.76	29.78	115.51	153.99	26.00	39958.00	         63996	48.96万	18.17	11.30	          0.83	1.50	2.76	2.96	0.990㈢	          9.17	          0.99	          3.83	          5.11	          7.62	  10.77㈢	         44.56	         44.56	         38.35	--  	7376	601128	--  	--  	--  	
601133	柏诚股份	3.41	30.02	-6.68	4.28	-4.01	7	    1.48亿	          7.27	         18.33亿	          0.84亿	29.03	30.24	0.98	1.06	KDJ金叉	10	6	3	-0.41	1.47	-0.65	0.73	-0.16	1.97	20241029	20230410	          5.27	--  	--  	52.87	28.21	          0.00	46.63	47.67	1.88	0.16	24.62	11.67	1.37	9.17	0.16	13.38	38.38	34.50	2.19	0.01	2.18	1.59	1.59	1.54	8.44	-5.33	-9.34	40340.00	          3656	4.54万	5.94	51.52	          2.32	-12.29	1.71	1.78	0.300㈢	          5.35	          2.54	          1.60	         -1.01	         53.36	   5.62㈢	         10.10	          5.70	          4.13	0.10	1116	601133	--  	--  	--  	
601136	首创证券	-5.79	34.83	14.81	0.62	43.95	10	    4.81亿	          6.06	        116.86亿	         -7.65亿	67.71	95.72	1.59	-0.90	KDJ死叉	12	2	5	-0.69	0.86	-1.38	-0.81	-1.98	0.25	20241024	20221222	         27.33	--  	--  	473.79	129.96	          0.16	72.54	0.00	0.37	1.62	0.00	64.19	0.00	0.00	0.14	67.87	18.53	9.75	8.78	8.70	8.71	7.50	7.50	7.47	17.10	-16.05	-3.12	101664.00	          4736	11.49万	63.10	42.81	          5.10	-41.32	35.80	0.63	0.270㈢	          4.76	          2.48	          0.63	         -0.59	         27.43	   5.77㈢	         47.37	         47.37	         40.45	--  	1757	601136	--  	--  	--  	
601137	博威合金	-10.36	33.31	24.16	-1.25	19.96	2	    4.12亿	          3.32	         74.54亿	          1.33亿	9.80	12.47	1.26	1.57	-- -- 	10	2	8	-0.39	1.34	-0.56	0.45	-0.39	1.52	20241202	20110127	          7.82	--  	--  	172.53	77.57	--  	55.04	105.88	39.23	3.59	64.75	20.06	50.34	21.98	8.73	27.55	145.89	122.93	12.36	-0.02	12.31	10.98	10.98	10.58	40.79	3.96	-11.05	35911.00	         11474	20.76万	38.81	16.48	          1.85	35.71	0.97	2.51	1.400㈢	          9.78	          3.52	          5.22	          0.51	         44.96	  14.15㈢	         15.74	          8.47	          7.52	3.71	6194	601137	--  	--  	--  	
601138	工业富联	-15.64	20.05	47.10	0.63	53.58	8	   33.40亿	          2.81	        745.85亿	         37.75亿	19.38	20.91	1.39	-0.09	-- -- 	4	13	10	-0.18	1.54	-0.50	0.77	-0.67	1.36	20241031	20180608	        198.68	--  	--  	3084.43	1435.53	          4.19	53.32	2694.90	184.22	12.03	1568.89	566.25	903.35	1177.67	3.60	294.83	4363.73	4065.95	166.64	1.81	168.30	151.50	151.41	147.34	903.39	41.52	-267.82	265880.00	         12562	28.05万	12.28	32.71	          3.09	106.86	1.02	2.62	0.760㈢	          7.22	          1.48	          4.55	          0.21	         46.54	  10.55㈢	          6.82	          3.82	          3.47	71.33	191521	601138	--  	--  	--  	
601139	深圳燃气	-4.52	11.14	2.87	-0.70	6.69	0	    7.03亿	          1.84	         50.51亿	          0.86亿	14.80	14.28	0.90	0.00	空头排列	10	12	14	-0.14	0.70	-0.14	0.42	-0.28	0.56	20241030	20091225	         28.77	--  	--  	446.67	151.63	         28.52	59.67	133.55	178.84	21.22	206.87	57.01	11.88	34.51	24.31	19.51	207.39	173.54	12.95	1.69	13.01	11.50	10.56	10.09	80.19	25.62	-0.94	37566.00	         18726	13.45万	-4.50	-10.58	          1.38	8.06	1.00	2.24	0.370㈢	          5.19	          0.68	          2.79	          0.89	         33.95	   6.96㈢	         16.32	          6.25	          5.54	5.09	9377	601139	--  	--  	--  	
601155	新城控股	-9.59	34.00	12.99	-1.39	18.14	5	    7.40亿	          3.76	         99.73亿	          4.74亿	--  	40.61	1.33	1.81	-- -- 	1	8	11	-0.53	3.77	-1.28	1.96	-2.11	2.90	20241031	20151204	         22.56	--  	--  	3426.64	615.29	        225.93	75.45	1856.13	22.44	10.61	1993.57	133.17	1243.29	5.55	829.62	18.50	515.63	411.53	21.39	3.91	21.57	15.20	14.55	14.80	555.16	17.81	-25.97	69552.00	         10637	14.34万	-41.31	-27.66	          0.49	17.07	0.59	0.00	0.640㈢	         27.28	          0.82	         24.61	          0.79	         17.96	   2.36㈢	         20.19	          4.15	          2.95	0.07	21917	601155	--  	--  	--  	
601156	东航物流	-2.08	11.26	19.03	6.66	14.73	0	    4.96亿	          4.72	         81.82亿	          9.21亿	8.75	10.16	0.74	3.12	-- -- 	4	2	10	0.44	3.70	0.00	2.45	-0.06	3.64	20241031	20210609	         15.88	--  	--  	289.82	175.12	         18.12	33.32	124.67	27.59	3.42	41.94	92.55	0.22	25.08	1.76	36.63	176.74	142.83	29.92	-0.03	29.97	23.53	20.67	19.38	117.96	22.86	0.09	31870.00	         15550	25.67万	24.14	24.19	          1.50	11.47	1.48	2.44	1.300㈢	         11.03	          2.31	          7.43	          1.44	         60.42	  11.80㈢	         19.19	         16.93	         13.32	0.37	6332	601156	--  	--  	--  	
601158	重庆水务	0.20	16.36	-9.66	1.81	-8.18	0	    5.49亿	          2.09	         27.73亿	          0.48亿	64.68	22.22	0.78	0.60	MACD金叉	1	2	11	-0.40	0.40	-0.60	0.00	-0.20	0.80	20241031	20100329	         48.00	--  	--  	340.00	169.95	          1.44	49.59	50.21	194.33	46.73	80.38	14.31	5.44	5.22	7.31	48.15	51.23	35.55	8.67	1.27	9.30	7.35	7.29	6.34	48.23	12.42	-16.06	42983.00	         12773	6.45万	-49.49	-11.65	          1.43	19.51	4.73	3.35	0.150㈢	          3.54	          1.00	          1.00	          0.26	         49.98	   4.29㈢	         30.62	         16.93	         14.35	0.10	6523	601158	--  	--  	--  	
601162	天风证券	-12.73	75.43	60.96	5.40	64.07	14	   65.86亿	          4.93	        333.91亿	         -1.73亿	--  	143.59	1.08	-0.39	-- -- 	1	10	12	-0.79	0.59	-0.79	-0.20	-0.98	0.40	20241031	20181019	         86.66	--  	--  	935.97	230.48	          8.53	74.46	0.00	4.18	2.93	0.00	205.86	0.00	0.00	0.29	135.87	13.41	17.30	-3.89	6.94	-3.78	-5.06	-5.36	-5.48	6.75	50.73	-28.15	294072.00	         22396	11.35万	-226.43	-48.37	          1.91	8.66	32.77	0.00	-0.060㈢	          2.66	          1.57	          0.08	          0.59	         24.62	  -2.33㈢	        -29.04	        -29.04	        -37.71	--  	3893	601162	--  	--  	--  	
601163	三角轮胎	2.62	18.88	14.04	3.57	14.12	0	    2.82亿	          2.20	         44.19亿	         -0.56亿	10.31	9.02	0.92	0.32	-- -- 	12	2	14	-0.13	0.70	-0.63	-0.13	-1.13	0.19	20241029	20160909	          8.00	--  	--  	188.66	132.26	          0.01	29.89	128.55	39.19	3.98	52.46	21.55	11.01	10.70	1.52	52.25	76.12	61.86	10.20	1.74	10.13	8.84	8.84	7.01	58.57	7.65	-0.23	43306.00	          6508	10.20万	-16.44	-3.28	          0.95	16.39	1.65	4.25	1.100㈢	         16.53	          6.53	          7.32	          0.96	         70.10	   6.68㈢	         18.73	         13.39	         11.61	1.11	5723	601163	--  	--  	--  	
601166	兴业银行	2.20	16.16	41.93	2.77	22.28	1	  161.52亿	          0.39	       2996.23亿	        -27.01亿	5.16	5.03	0.79	0.27	平台整理	4	10	8	0.27	0.70	-0.91	-0.27	-1.38	0.22	20241031	20070205	        207.74	--  	--  	103074.28	8681.53	        113.81	91.47	0.00	279.99	10.66	0.00	4942.38	0.00	0.00	--  	747.59	1642.17	930.07	712.10	317.87	713.19	629.70	630.06	625.62	5178.45	-2650.54	-709.46	242314.00	         66658	123.65万	-3.02	1.81	          0.51	-1.45	2.35	5.57	2.900㈢	         36.22	          3.60	         24.93	        -12.76	          8.42	   7.26㈢	         43.36	         43.36	         38.35	--  	66886	601166	--  	--  	--  	
601168	西部矿业	-5.43	19.23	40.56	1.24	23.82	0	   16.63亿	          2.38	        283.49亿	          6.91亿	12.02	14.32	0.84	1.25	-- -- 	4	11	10	0.00	3.34	0.00	1.85	-1.56	1.73	20241205	20070712	         23.83	--  	--  	546.45	168.55	         52.18	59.61	143.08	221.01	62.06	146.16	70.00	35.65	1.54	11.47	49.81	367.25	284.88	54.50	-2.46	53.07	46.47	27.32	27.66	79.77	81.14	15.80	113000.00	         14714	25.09万	24.33	13.93	          2.41	5.01	1.11	2.98	1.150㈢	          7.07	          2.09	          3.35	          3.40	         30.84	  16.21㈢	         22.43	         14.84	         12.65	4.36	6222	601168	--  	--  	--  	
601169	北京银行	4.48	15.47	37.92	1.75	38.24	0	  146.45亿	          0.80	        852.34亿	        -19.03亿	4.80	4.88	0.74	0.00	平台整理	8	14	10	-0.34	0.51	-1.69	-1.02	-2.02	0.17	20241031	20070919	        211.43	--  	--  	40273.27	3537.33	         13.50	91.18	0.00	188.34	9.87	0.00	1881.07	0.00	0.00	--  	438.10	517.59	286.75	230.84	98.86	230.28	206.68	206.18	206.83	1239.85	732.58	499.07	144539.00	        101322	58.97万	1.90	4.06	          0.46	1.68	2.38	7.45	0.950㈢	         12.58	          2.07	          5.86	          3.46	          8.78	   5.83㈢	         44.60	         44.60	         39.93	--  	19445	601169	--  	--  	--  	
601177	杭齿前进	3.97	32.09	2.57	2.68	-11.05	1	    2.20亿	          1.96	         20.20亿	          0.08亿	16.40	17.67	0.92	-0.11	KDJ死叉	8	6	3	-0.11	0.44	-0.66	-0.11	-0.22	0.88	20241029	20101011	          4.08	--  	--  	49.89	25.57	          0.88	47.00	19.20	9.06	1.46	17.18	3.22	6.91	6.35	0.78	8.89	16.42	13.32	1.93	1.47	1.95	1.93	1.89	1.63	10.55	0.39	0.06	19622.00	         11212	10.29万	9.49	14.58	          1.46	97.28	2.28	0.54	0.470㈢	          6.27	          2.18	          2.59	          0.09	         51.24	   7.40㈢	         18.86	         11.75	         11.77	0.86	2821	601177	--  	--  	--  	
601179	中国西电	-10.32	12.85	76.89	2.25	60.04	4	   16.98亿	          2.03	        131.26亿	          0.51亿	35.00	44.70	0.73	0.00	-- -- 	1	6	12	0.13	1.04	-0.39	0.26	-0.90	0.52	20241030	20100128	         51.26	--  	--  	456.47	218.85	         28.64	45.78	319.79	38.20	18.98	191.83	80.15	49.17	117.84	39.19	120.01	151.62	120.57	11.45	1.00	11.45	9.88	7.87	7.81	43.50	14.04	-14.09	136960.00	         12398	9.58万	45.33	6.94	          1.81	28.23	2.61	1.65	0.150㈢	          4.27	          2.34	          0.85	          0.27	         47.94	   3.60㈢	         20.48	          7.55	          6.52	5.88	9312	601179	--  	--  	--  	
601186	中国铁建	-1.98	35.65	30.37	1.62	29.47	1	   45.47亿	          1.18	        427.41亿	         -1.36亿	5.71	4.90	1.19	-0.63	-- -- 	10	8	10	-0.21	0.53	-0.53	-0.11	-0.63	0.43	20241031	20080310	        135.80	--  	         20.76	18102.75	3219.19	        974.86	76.83	11391.08	727.06	952.00	10908.21	1615.27	3197.57	2047.17	1276.42	485.45	7581.25	6886.92	236.97	-6.85	237.57	199.61	156.95	147.76	1909.08	-890.18	-89.53	252429.00	         18013	16.93万	-19.18	-5.99	          0.49	-1.43	0.17	3.72	1.020㈢	         19.06	          3.57	         14.06	         -6.56	         17.78	   4.88㈢	          9.16	          3.13	          2.63	151.20	267587	601186	--  	--  	--  	
601187	厦门银行	7.64	27.88	20.67	3.96	21.43	0	   11.81亿	          2.83	         68.24亿	          0.00亿	6.02	5.73	0.92	-0.34	-- -- 	12	2	14	-0.17	0.52	-0.87	-0.17	-0.52	0.87	20241031	20201027	         26.39	--  	--  	4032.76	311.00	          6.96	92.12	0.00	7.59	5.96	0.00	322.08	0.00	0.00	--  	67.86	41.61	21.23	20.38	7.51	20.39	20.11	19.34	19.31	88.40	46.50	17.42	50457.00	         23400	13.53万	-6.27	-3.07	          0.61	3.28	3.67	7.96	0.650㈢	          9.51	          2.57	          3.35	          1.76	          7.71	   6.22㈢	         48.98	         48.98	         48.33	--  	3814	601187	--  	--  	--  	
601188	龙江交通	8.87	32.79	4.12	4.12	2.01	6	    4.51亿	         11.16	         18.26亿	          2.37亿	45.61	37.11	1.04	2.53	MACD死叉	8	14	14	0.00	5.43	0.00	3.10	-0.74	4.65	20241030	20100319	         13.16	--  	--  	54.44	45.81	          2.85	10.61	22.62	8.92	3.90	3.41	10.03	6.06	0.22	0.25	11.66	4.27	2.32	1.84	0.65	1.84	1.51	1.49	1.55	18.26	1.94	3.59	49793.00	          9056	3.67万	-14.64	-11.40	          1.16	27.51	12.48	1.64	0.110㈢	          3.48	          0.89	          1.39	          0.15	         84.15	   3.26㈢	         45.73	         43.09	         35.33	0.02	609	601188	--  	--  	--  	
601198	东兴证券	-3.95	48.39	39.86	4.84	47.83	4	   17.78亿	          4.10	        212.10亿	         -5.50亿	30.25	47.71	1.62	1.36	MACD金叉	1	12	8	-0.99	0.41	-2.31	-1.24	-1.81	0.93	20241031	20150226	         32.32	--  	--  	990.65	275.86	          0.47	72.11	0.00	1.19	0.40	0.00	147.05	0.00	0.00	1.78	137.62	80.68	67.42	13.25	5.81	12.65	9.50	9.43	9.95	48.47	-78.03	43.19	95802.00	         18557	22.14万	100.73	168.23	          1.40	-4.94	4.78	1.29	0.290㈢	          8.53	          4.26	          1.50	         -2.41	         27.85	   3.42㈢	         16.43	         16.43	         11.77	--  	2812	601198	--  	--  	--  	
601199	江南水务	0.69	14.48	19.39	3.72	20.87	0	    3.31亿	          2.77	         19.34亿	          0.28亿	16.06	16.83	0.90	0.00	平台整理	10	12	2	0.00	1.37	0.00	0.69	-0.85	0.52	20241030	20110317	          9.35	--  	--  	62.94	38.87	--  	38.25	17.09	15.32	10.14	12.68	7.00	0.58	3.46	3.05	3.84	10.26	6.41	3.46	0.70	3.44	2.72	2.72	2.77	22.37	1.62	-1.28	25662.00	         12884	7.54万	6.09	5.94	          1.41	33.79	5.33	2.13	0.290㈢	          4.16	          0.41	          2.39	          0.17	         61.75	   6.99㈢	         37.55	         33.77	         26.48	0.03	976	601199	--  	--  	--  	
601200	上海环境	-0.80	18.16	14.08	2.02	15.93	0	    5.86亿	          2.18	         50.31亿	          1.88亿	19.78	20.82	0.86	1.06	KDJ死叉	10	10	12	0.12	1.78	-0.12	1.30	-0.12	1.78	20241115	20170331	         13.46	--  	--  	295.73	111.14	         20.09	55.63	62.63	2.38	95.00	54.91	8.80	2.43	34.25	3.38	38.75	42.80	29.98	7.22	-0.06	7.24	6.02	5.02	4.93	55.07	10.34	-2.70	67465.00	          8681	7.46万	6.08	-0.91	          1.04	11.18	2.70	0.99	0.370㈢	          8.26	          2.88	          4.09	          0.77	         37.58	   4.51㈢	         29.95	         16.87	         14.07	0.53	3062	601200	--  	--  	--  	
601208	东材科技	-7.15	21.97	-26.93	1.94	-30.99	2	    6.63亿	          2.38	         55.99亿	          0.72亿	28.93	22.80	1.20	0.24	KDJ死叉	10	8	11	-0.36	2.99	-0.48	1.56	-1.97	1.44	20241025	20110520	          8.97	--  	--  	106.21	45.98	          1.36	55.42	38.44	36.99	5.22	35.07	9.46	5.01	8.70	0.36	19.00	32.45	27.72	2.46	0.21	2.48	2.23	2.36	1.60	14.79	-0.43	-1.75	35151.00	         18874	15.93万	-22.77	14.85	          1.73	-175.53	2.33	1.82	0.260㈢	          4.88	          2.12	          1.65	         -0.05	         43.30	   5.14㈢	         14.60	          7.58	          6.86	1.40	3122	601208	--  	--  	--  	
601211	国泰君安	-6.45	31.68	35.02	1.21	33.71	2	   42.88亿	          0.76	        821.53亿	          4.45亿	16.57	18.15	0.61	0.16	-- -- 	10	12	8	0.00	0.94	-0.10	0.37	-0.67	0.37	20241102	20150626	         89.04	--  	         13.92	9319.48	1664.80	         64.91	81.44	0.00	37.85	15.62	0.00	2007.47	0.00	0.00	0.40	473.29	290.01	169.05	120.96	63.89	121.07	99.14	95.23	90.35	619.97	358.18	163.77	149469.00	         28686	54.96万	10.38	7.29	          1.13	4.76	5.88	2.88	1.010㈢	         17.02	          5.32	          6.96	          4.02	         17.86	   5.72㈢	         41.71	         41.71	         34.18	--  	14762	601211	--  	--  	--  	
601212	白银有色	1.26	26.98	19.85	4.57	18.96	3	   26.90亿	          2.91	         86.09亿	          3.70亿	--  	280.81	0.92	1.59	-- -- 	10	8	14	0.00	3.17	-0.63	1.90	-1.54	2.24	20241031	20170215	         74.05	--  	--  	516.77	151.60	         27.14	65.41	312.02	99.30	54.63	253.52	40.92	184.50	19.41	18.36	37.37	690.46	657.93	7.52	-1.88	7.55	2.20	-3.11	-3.36	52.51	-3.59	-8.13	135674.00	         19829	6.35万	-506.33	-0.74	          1.56	-65.96	0.34	0.11	-0.040㈢	          2.05	          0.50	          0.71	         -0.05	         29.34	  -2.05㈢	          4.71	          1.09	          0.32	1.45	14806	601212	--  	--  	--  	
601216	君正集团	-6.41	54.16	62.29	16.85	62.29	4	   31.70亿	          6.02	        175.92亿	         -5.06亿	16.99	17.38	1.18	0.18	-- -- 	8	8	8	-1.07	0.53	-1.78	-0.89	-1.60	0.73	20241029	20110222	         84.38	--  	--  	433.01	264.43	          7.36	37.23	85.99	215.94	10.98	99.41	43.41	13.95	7.25	11.86	3.11	183.91	147.47	26.52	4.66	25.84	22.96	22.40	20.99	154.96	12.96	2.38	174161.00	         18200	10.10万	2.92	30.02	          1.77	36.12	2.55	5.70	0.270㈢	          3.13	          0.04	          1.84	          0.15	         61.07	   8.47㈢	         19.82	         14.42	         12.49	3.38	9016	601216	--  	--  	--  	
601218	吉鑫科技	7.25	38.58	-1.59	8.51	-4.88	4	    7.03亿	          3.98	         26.00亿	          1.07亿	47.42	26.72	1.13	2.78	-- -- 	8	6	11	0.28	3.90	-0.28	2.23	-0.80	3.35	20241029	20110506	          9.77	--  	--  	36.45	28.40	          0.01	22.04	17.26	12.68	1.54	3.73	1.86	2.40	5.74	0.05	5.63	9.03	7.68	0.44	0.14	0.44	0.36	0.36	0.23	11.71	2.11	-0.58	60623.00	         11593	4.29万	-61.21	-7.54	          1.27	17.13	4.00	3.04	0.040㈢	          2.91	          0.58	          1.20	          0.22	         77.94	   1.28㈢	         15.01	          4.86	          4.00	0.28	1477	601218	--  	--  	--  	
601222	林洋能源	-5.71	4.60	23.64	-2.42	19.38	0	   12.57亿	          1.51	         91.40亿	          0.00亿	13.73	14.52	0.83	-0.41	KDJ死叉	4	12	2	-0.28	0.96	-0.28	0.28	-0.95	0.28	20241030	20110808	         20.60	--  	--  	245.16	158.23	          0.62	35.21	140.76	84.29	2.11	61.29	43.18	21.43	43.91	3.12	76.09	51.66	34.88	11.23	0.46	11.21	9.17	9.10	8.60	58.64	6.25	-5.03	76155.00	         16508	12.00万	6.95	8.76	          0.95	23.98	2.90	7.82	0.450㈢	          7.68	          3.69	          2.85	          0.30	         64.54	   5.75㈢	         32.48	         21.74	         17.74	1.76	4332	601222	--  	--  	--  	
601225	陕西煤业	6.86	14.15	41.69	8.14	29.69	0	   33.69亿	          1.13	        850.68亿	         62.05亿	11.36	11.23	0.54	1.65	平台整理	14	14	10	0.24	3.01	-0.24	1.58	-0.39	2.85	20241029	20140128	         96.95	--  	--  	2102.90	949.31	        432.45	34.29	625.64	777.54	266.65	435.03	387.90	47.81	31.50	152.75	12.22	1254.27	818.26	314.11	17.60	314.08	263.71	159.43	163.49	702.85	347.37	156.46	60104.00	         56053	141.54万	-1.46	-1.57	          2.58	7.05	1.95	6.20	1.640㈢	          9.79	          0.13	          7.25	          3.58	         45.14	  16.79㈢	         34.76	         25.04	         21.03	0.94	43355	601225	--  	--  	--  	
601226	华电科工	8.47	44.46	19.36	-0.29	1.68	1	    4.33亿	          3.04	         28.84亿	          1.75亿	62.09	77.88	1.01	0.30	-- -- 	12	6	13	-0.46	2.92	-0.46	1.54	-0.60	2.78	20241029	20141211	         11.67	--  	--  	109.98	42.68	          1.78	59.57	82.32	8.30	2.49	65.15	17.85	7.43	26.54	6.94	12.59	49.26	43.36	1.08	-0.00	1.29	1.07	1.08	0.85	16.42	-5.28	-6.87	37180.00	         11649	7.76万	29.94	25.10	          1.82	-14.71	1.58	0.40	0.090㈢	          3.66	          1.08	          1.41	         -0.45	         38.81	   2.52㈢	         11.98	          2.19	          2.17	1.61	2003	601226	--  	--  	--  	
601228	广州港	2.58	16.61	13.29	3.17	15.86	0	   13.51亿	          2.79	         48.36亿	          3.77亿	26.19	24.68	0.80	1.13	平台整理	1	12	8	-0.28	1.70	-0.57	0.85	-0.28	1.99	20241206	20170329	         75.45	--  	--  	498.62	206.59	         37.72	51.00	85.13	254.41	60.48	102.76	59.68	4.17	11.24	2.63	44.44	99.60	74.99	13.31	1.23	13.33	9.96	8.18	8.23	75.64	27.12	-6.48	68142.00	         19822	7.10万	-7.08	2.59	          1.31	9.96	2.71	1.22	0.110㈢	          2.74	          0.59	          1.00	          0.36	         41.43	   3.96㈢	         24.71	         13.36	         10.00	0.18	9303	601228	--  	--  	--  	
